neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,instant_bookable,host_identity_verified,distance_to_Brandenburg Gate,distance_to_Reichstag,distance_to_Museum Island,distance_to_Berlin Wall Memorial,distance_to_German Historical Museum,minimum_distance,bedrooms,beds,accommodates,maximum_nights
Mitte,Tiergarten Süd,52.50529,13.36717,Entire home/apt,55,1,0,0.0,1,0,0,1,1,1.417807568776752,1.6052781654102648,2.699935925819317,3.672479273000163,2.124397388132583,1.42,1,2,3,1125
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52442,13.44367,Entire home/apt,150,3,3,0.83,1,17,3,1,1,4.5639826707074835,4.625008232440182,2.9373926690132044,3.819781702025023,3.653446186131139,2.94,2,3,5,1125
Marzahn - Hellersdorf,Mahlsdorf,52.49156,13.62697,Entire home/apt,100,2,2,0.08,1,29,0,1,1,17.14325540203207,17.292256035695726,15.50793044951041,16.789810456531256,16.284396297714583,15.51,2,2,3,28
Pankow,Prenzlauer Berg Süd,52.53208,13.43548,Entire home/apt,78,92,2,0.08,5,167,1,0,1,4.293776555351169,4.293162320260431,2.831610084897304,3.0911822244127545,3.4188016232294896,2.83,1,1,2,14
Steglitz - Zehlendorf,Albrechtstr.,52.46261,13.34095,Entire home/apt,50,1,0,0.0,3,0,0,1,1,6.473464002888128,6.676958029602089,7.315997688267601,8.737882558885422,7.006242763548391,6.47,2,2,4,1125
Tempelhof - Schöneberg,Schöneberg-Nord,52.49686,13.35026,Entire home/apt,100,1,10,0.37,1,0,0,0,0,2.8554549861462233,2.994389402815304,4.164008735937069,5.050737565746252,3.6069935623973617,2.86,0,1,2,1125
Charlottenburg-Wilm.,Grunewald,52.49386,13.28013,Entire home/apt,159,2,14,0.56,1,323,6,0,1,7.0836222983499955,7.08121297916688,8.675423834676259,8.772445132817461,7.980502362562629,7.08,0,1,2,15
Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.46286,13.71288,Entire home/apt,130,2,7,0.27,1,275,3,0,1,23.525416011646747,23.695811050038547,21.927656029098262,23.343241948756226,22.698461255022092,21.93,0,1,2,1125
Mitte,Moabit West,52.53043,13.32542,Private room,20,1,4,0.15,1,0,0,0,1,3.8874095313581347,3.6883682016918486,5.440273367960229,4.427647845592858,4.672182756277784,3.69,3,6,6,1125
Mitte,Wedding Zentrum,52.54234,13.35592,Entire home/apt,35,3,2,0.07,1,0,0,1,1,3.258565360829969,2.9763964113865584,4.253645589021195,2.459991642586774,3.634116292018389,2.46,2,2,4,1125
Neukölln,Schillerpromenade,52.4742,13.42548,Entire home/apt,39,93,9,0.37,2,272,6,1,1,5.692899559771293,5.969779561746901,4.977695642214915,7.193054373255121,5.373688640154501,4.98,1,2,4,180
Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47824,13.33553,Private room,30,1,0,0.0,1,0,0,0,1,5.112363873291803,5.274579892010709,6.231590564335982,7.34094234624896,5.782386692261196,5.11,1,0,2,1125
Tempelhof - Schöneberg,Schöneberg-Süd,52.4893,13.36068,Entire home/apt,90,5,5,1.43,2,345,5,0,0,3.217410912659941,3.428899428571757,4.1533307020593115,5.481923428757215,3.768338260619775,3.22,1,2,3,20
Charlottenburg-Wilm.,Westend,52.52207,13.25738,Entire home/apt,50,7,6,0.23,1,0,0,0,1,8.19797573386349,8.074347700593002,9.856986076469255,9.131172861642197,9.083179394110891,8.07,0,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51744,13.45659,Entire home/apt,75,7,0,0.0,1,0,0,0,1,5.351892625345871,5.458792907447379,3.6852743687049703,4.917704025536483,4.452663546998571,3.69,2,3,4,1125
Charlottenburg-Wilm.,Westend,52.51348,13.26665,Entire home/apt,188,5,0,0.0,1,109,0,0,1,7.5503444662410555,7.458708168931793,9.216805916257181,8.72595279168659,8.45434644428195,7.46,1,1,1,28
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.517162330123305,13.44632282806644,Entire home/apt,127,2,2,1.28,1,40,2,0,1,4.654402112783971,4.76303388123362,2.9877974260713813,4.302690640005656,3.756052204335037,2.99,3,2,5,1125
Neukölln,Rixdorf,52.47394,13.45286,Entire home/apt,63,2,3,1.64,1,44,3,0,1,6.94183890480393,7.199372672906101,5.861760949522813,8.030957649096925,6.428454899826039,5.86,2,0,3,1125
Pankow,Prenzlauer Berg Süd,52.53384,13.43447,Entire home/apt,100,3,23,0.91,1,2,14,0,1,4.316397147628494,4.302161850364976,2.902632132111543,3.007171359731302,3.456203462089226,2.9,2,2,2,1125
Neukölln,Neuköllner Mitte/Zentrum,52.48148,13.43138,Private room,35,3,1,0.04,3,0,0,1,1,5.313787500989517,5.579078132092602,4.382110315661708,6.594367617892615,4.871638096974126,4.38,1,1,2,18
Reinickendorf,MV 2,52.59953,13.33084,Private room,179,1,26,1.88,12,338,24,1,1,9.796993916078621,9.514180027537794,10.42012716696643,8.217342755531712,9.981761425322485,8.22,0,1,4,1125
Mitte,Alexanderplatz,52.50604,13.42141,Entire home/apt,120,5,5,0.19,1,0,0,1,1,3.173537991635676,3.373777962415926,1.7525591081879162,3.870483301330975,2.4364347894778735,1.75,7,17,16,1125
Reinickendorf,MV 2,52.59975,13.33308,Private room,127,1,22,0.8,12,338,14,1,1,9.771960583478029,9.489438975258688,10.37214236610825,8.165554005994244,9.943117963588412,8.17,0,1,2,365
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52814,13.42636,Private room,259,1,14,3.75,4,192,14,1,1,3.552611139479383,3.5656073644160258,2.073787973173364,2.5745513811256906,2.6683104274994136,2.07,0,1,2,365
Mitte,Moabit Ost,52.52166,13.34941,Entire home/apt,123,3,6,0.22,1,3,3,0,1,2.0168324179557073,1.8494859855196226,3.6346168071914673,3.1495480677946683,2.857796710823594,1.85,1,1,3,1125
Mitte,Alexanderplatz,52.52837,13.4037,Entire home/apt,82,92,5,0.25,20,0,3,0,1,2.2159912055471227,2.158902911714138,1.3086485123737375,1.1866299820225796,1.470568643885847,1.19,1,1,2,180
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49638,13.39527,Entire home/apt,198,2,768,32.18,4,116,650,0,1,2.5115477632230387,2.793423968247977,2.304703958522817,4.328111230840622,2.386115404369027,2.3,1,1,3,1125
Charlottenburg-Wilm.,Mierendorffplatz,52.52149,13.30356,Entire home/apt,110,2,0,0.0,1,0,0,1,0,5.0712266636192895,4.940928839021465,6.725466091742562,6.073709914773887,5.950546841353017,4.94,1,1,2,7
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49463,13.39701,Entire home/apt,181,2,43,3.11,4,110,32,1,1,2.7390426778261427,3.0207857541063077,2.475582937893618,4.5327675350484045,2.5954571126301547,2.48,1,1,2,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49454,13.39689,Entire home/apt,232,2,11,0.69,4,56,8,0,1,2.743986844787601,3.025849597584434,2.486686255964438,4.541909363499585,2.604083658287401,2.49,1,1,2,120
Neukölln,Rixdorf,52.48058,13.44509,Entire home/apt,103,7,21,1.17,2,44,17,0,1,6.0554118260778305,6.309465322821432,4.953670621116024,7.1248512682306435,5.524775539719163,4.95,1,1,2,1125
Pankow,Prenzlauer Berg Süd,52.53017,13.42492,Private room,260,1,7,1.32,4,187,7,0,1,3.5543561601669227,3.5477516137985874,2.14946820854546,2.420043402675573,2.6902960810442806,2.15,1,1,2,270
Neukölln,Reuterstraße,52.48594,13.43569,Entire home/apt,160,5,4,0.79,1,0,4,0,1,5.182246717293008,5.435771047688667,4.099540799178368,6.286865837122393,4.655392380831875,4.1,1,2,2,365
Mitte,Wedding Zentrum,52.53942,13.34876,Entire home/apt,65,3,3,0.11,1,0,0,0,1,3.2428485002429075,2.970366981994932,4.431438161614766,2.852047478210388,3.7520688833573836,2.85,1,1,2,14
Neukölln,Reuterstraße,52.48756,13.43165,Entire home/apt,65,2,3,0.12,1,0,0,1,1,4.856778496408286,5.111456324272011,3.799830325116978,5.996973744393431,4.340757786099954,3.8,0,1,2,800
Lichtenberg,Frankfurter Allee Süd,52.51235,13.47839,Entire home/apt,85,1,0,0.0,1,0,0,1,1,6.844454947798691,6.9724730552147705,5.186384675565039,6.500980267529626,5.962185985385508,5.19,1,1,2,184
Neukölln,Schillerpromenade,52.48621368408203,13.423819541931152,Entire home/apt,272,2,204,13.08,6,110,180,1,1,4.578221407876922,4.84393609365276,3.6871724086312714,5.904572148212339,4.1491552266103096,3.69,3,14,16,62
Neukölln,Schillerpromenade,52.48621368408203,13.423819541931152,Entire home/apt,281,2,126,5.38,6,115,98,0,1,4.578221407876922,4.84393609365276,3.6871724086312714,5.904572148212339,4.1491552266103096,3.69,1,1,2,31
Reinickendorf,West 5,52.58673,13.28106,Entire home/apt,65,6,15,0.59,3,257,1,1,1,10.223478626625178,9.953939293149531,11.334996522169149,9.366406486372048,10.708639946334598,9.37,1,0,4,61
Mitte,Alexanderplatz,52.52176,13.38765,Private room,191,1,189,7.02,3,223,73,0,1,0.9072440791645054,0.8521326701043287,1.1471565505112393,1.5002885720905839,0.5093071176929383,0.51,1,0,2,1125
Charlottenburg-Wilm.,Kantstraße,52.50823,13.30901,Entire home/apt,70,90,1,0.04,2,271,0,0,1,4.753418269023685,4.705690834819629,6.40353262429958,6.2729221389640575,5.6643186255849125,4.71,0,1,1,365
Lichtenberg,Karlshorst,52.47986,13.52094,Private room,23,8,2,1.07,1,15,2,1,1,10.533018021949744,10.73439492475339,9.035998852100557,10.800516438813201,9.77602265951194,9.04,0,2,4,365
Pankow,Prenzlauer Berg Süd,52.52877,13.42456,Private room,264,1,5,1.28,4,192,5,1,1,3.4670137531231457,3.471281933474281,2.0251120583347926,2.4370650472072986,2.5916421042576614,2.03,0,2,3,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48695,13.39828,Entire home/apt,60,4,7,0.26,1,0,0,1,1,3.546944138679144,3.830196508158277,3.3151701317901185,5.391714262390044,3.453345674710263,3.32,1,1,2,1125
Mitte,Regierungsviertel,52.52169,13.38908,Private room,294,1,65,2.41,3,208,52,0,1,0.9763135450657756,0.9386620310690438,1.0598481175674601,1.4999638238483268,0.46653639566553107,0.47,1,1,4,1125
Charlottenburg-Wilm.,Düsseldorfer Straße,52.4991,13.32251,Entire home/apt,165,1,155,5.82,4,170,57,1,0,4.210621131744597,4.243500643505052,5.759603853927574,6.100208189627505,5.0883408816748865,4.21,1,1,2,1125
Mitte,Parkviertel,52.55017,13.34069,Entire home/apt,31,6,5,0.21,1,8,2,1,1,4.535050775245449,4.257812848131627,5.6045043349536146,3.7521039147158026,4.973735848504499,3.75,1,1,2,31
Mitte,Alexanderplatz,52.51383,13.40693,Entire home/apt,60,5,2,0.08,1,0,1,1,0,1.997723039142944,2.153345727859788,0.44249509417264804,2.630197767827658,1.1626646536737446,0.44,2,4,4,21
Charlottenburg-Wilm.,Düsseldorfer Straße,52.4991,13.32251,Entire home/apt,166,1,108,4.03,4,270,52,1,1,4.210621131744597,4.243500643505052,5.759603853927574,6.100208189627505,5.0883408816748865,4.21,2,2,4,1125
Treptow - Köpenick,Adlershof,52.43252,13.53691,Entire home/apt,103,3,16,1.34,1,163,16,0,1,14.274709824390204,14.527456435273036,13.086605940136252,15.15772488723715,13.713640202917093,13.09,1,2,1,1125
Reinickendorf,Ost 1,52.56121,13.37486,Entire home/apt,41,3,3,0.12,1,0,0,0,1,5.005168258628772,4.739848078980538,5.298011729017048,3.080879934338683,4.967863717136066,3.08,2,3,6,20
Pankow,Prenzlauer Berg Ost,52.54486,13.443,Private room,68,2,0,0.0,1,0,0,0,1,5.451334264140541,5.392080314890437,4.181286412689547,3.7413523746638693,4.648878516621383,3.74,0,2,2,4
Mitte,Alexanderplatz,52.52985,13.40367,Entire home/apt,74,92,3,0.13,20,285,2,0,1,2.3182142305665363,2.244442754250777,1.4728343373411765,1.0876041482221208,1.605791488801326,1.09,3,3,5,1125
Charlottenburg-Wilm.,Düsseldorfer Straße,52.49831,13.32181,Entire home/apt,165,1,118,4.45,4,263,50,0,1,4.293263804315189,4.329663206601262,5.834536560377004,6.19394792353182,5.167863700030138,4.29,0,1,2,360
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51339,13.45933,Entire home/apt,70,14,0,0.0,1,0,0,0,1,5.545797125228234,5.673425767773145,3.8872387123931347,5.279746489815301,4.663123807856694,3.89,0,2,2,300
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51674,13.43901,Entire home/apt,60,6,0,0.0,1,0,0,0,0,4.157260380717052,4.269011380277153,2.4908434323577833,3.8947824327301244,3.2608548067171426,2.49,0,1,2,365
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49418,13.43685,Entire home/apt,50,7,0,0.0,1,0,0,0,1,4.704338740079295,4.935425421018491,3.427015038992699,5.551014580039321,4.064754348255874,3.43,0,1,2,10
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52264,13.4497,Entire home/apt,55,2,0,0.0,2,0,0,1,1,4.933539064824835,5.009185038560646,3.284857130327599,4.2709173958164595,4.022932273754784,3.28,1,2,2,720
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49331,13.41625,Entire home/apt,115,3,5,1.28,1,27,5,1,1,3.6538765781039517,3.915376442573944,2.763084875068252,4.980459695795616,3.206922619684151,2.76,1,1,1,12
Mitte,Moabit Ost,52.52005,13.35528,Entire home/apt,136,4,43,1.61,2,137,26,0,1,1.5840030590484457,1.4287743895787435,3.2154996513479235,2.905625836022891,2.4390738473617586,1.43,1,0,1,28
Neukölln,Reuterstraße,52.49245,13.42675,Entire home/apt,130,2,6,0.44,1,44,5,0,1,4.252393779593874,4.501653700028353,3.1619686671575233,5.360429474451037,3.710206421081015,3.16,1,1,2,365
Pankow,Helmholtzplatz,52.54271,13.41507,Entire home/apt,75,14,0,0.0,1,0,0,0,1,3.8813729812501903,3.7607312448535315,3.0273324559879704,1.8850478376947695,3.2305367597250916,1.89,1,1,2,365
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49911,13.46204,Entire home/apt,70,7,1,0.04,1,0,0,1,1,6.031551352950017,6.2197050026062355,4.499808929630245,6.313816272189614,5.246850988856618,4.5,2,4,5,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49696,13.46284,Entire home/apt,75,92,3,0.12,2,132,1,0,1,6.162504552039621,6.357573334970383,4.6565223872215835,6.50955829106228,5.394692974325357,4.66,2,2,4,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52078,13.45185,Entire home/apt,100,2,0,0.0,1,0,0,0,1,5.053362505067521,5.140854327342431,3.393715422322019,4.478862825548545,4.145198475806876,3.39,2,3,6,35
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51308,13.45185,Entire home/apt,139,28,13,0.56,3,80,9,0,1,5.041257100669346,5.17260428911479,3.3858499444404635,4.851604808900704,4.162405695232794,3.39,1,2,2,30
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51463,13.47054,Entire home/apt,90,4,6,0.23,1,0,2,1,1,6.3001149234519715,6.4197647282969195,4.636725873797643,5.911332235517106,5.410280606627366,4.64,1,1,2,365
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49867,13.46071,Entire home/apt,80,5,2,0.43,1,29,2,0,1,5.961885003288314,6.15269078833532,4.4404545512329126,6.275927065112123,5.18374665242902,4.44,1,2,4,1125
Reinickendorf,Ost 1,52.57034,13.36373,Private room,30,2,1,0.04,1,133,0,0,1,6.092206094669158,5.816775946896507,6.523916684740547,4.307819253453339,6.1466505550576604,4.31,1,2,2,20
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52257,13.45446,Entire home/apt,28,7,2,0.08,1,0,0,1,1,5.25245591536599,5.3304320518329105,3.6003869105817157,4.57990082286634,4.342206823969533,3.6,1,1,1,365
Charlottenburg-Wilm.,Barstraße,52.49169,13.32263,Entire home/apt,45,4,6,0.22,1,0,0,1,1,4.636876751266376,4.713039408733714,6.081806884329289,6.666112879308092,5.468609752192518,4.64,1,2,4,365
Mitte,Parkviertel,52.55159,13.35065,Entire home/apt,110,10,3,1.05,1,46,3,1,0,4.340379858056506,4.0574760680458235,5.236219140015666,3.2477200366763626,4.66349326639954,3.25,1,2,3,22
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50824,13.46348,Entire home/apt,90,5,9,0.36,1,22,5,0,1,5.886771317650364,6.0371251629258555,4.256260292952102,5.805594267348152,5.031323433157854,4.26,0,1,1,21
Steglitz - Zehlendorf,Ostpreußendamm,52.42942,13.32761,Entire home/apt,65,10,3,0.57,1,145,3,0,0,10.247489192199911,10.460853169199842,10.953007716672284,12.510451527157976,10.72262006943454,10.25,0,1,2,21
Mitte,Brunnenstr. Süd,52.53085,13.38498,Entire home/apt,65,7,6,0.53,1,3,6,0,1,1.6949489526052772,1.4854216728552425,1.9710896186563807,0.5957627647248065,1.5230938409824992,0.6,3,3,6,1125
Charlottenburg-Wilm.,Mierendorffplatz,52.52476,13.31442,Entire home/apt,98,92,0,0.0,1,249,0,1,1,4.403095680709109,4.248537591580893,6.034401770668929,5.271546168706269,5.257560610260635,4.25,1,1,3,10
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49706,13.42986,Entire home/apt,110,2,13,0.5,1,29,3,1,1,4.132176822293974,4.362670510345445,2.8713114693847466,5.021318159707682,3.495621904120152,2.87,1,1,2,365
Mitte,Regierungsviertel,52.50889,13.38645,Entire home/apt,199,6,8,0.7,1,152,8,1,1,1.0102203068204554,1.28741314330772,1.3799555795851606,2.933462520347349,1.0240040156516774,1.01,1,2,3,365
Pankow,Buch,52.64061,13.51103,Entire home/apt,72,30,0,0.0,1,173,0,1,0,16.524419338243234,16.36475848295379,15.640201563915676,14.309845106449895,15.917995386226103,14.31,1,1,2,5
Mitte,Wedding Zentrum,52.54048,13.34945,Entire home/apt,50,1,1,0.04,1,0,0,1,1,3.309906208067156,3.03490711942877,4.462176545000681,2.828216495687632,3.794284093443215,2.83,1,2,4,90
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50107,13.46331,Entire home/apt,58,2,0,0.0,1,0,0,1,1,6.0487274777819104,6.2286572564359854,4.48898147932727,6.245760325909281,5.245440003350863,4.49,1,1,2,30
Mitte,Moabit West,52.52463,13.32093,Entire home/apt,251,1,43,1.67,2,237,25,0,1,3.9692285418225834,3.8105082191011634,5.595578088561906,4.844964474515233,4.818805497120056,3.81,1,2,4,1125
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4944,13.43647,Private room,43,3,1,0.04,1,0,0,0,1,4.669544995786512,4.900399052050264,3.3915037025327908,5.516191882095006,4.0292469029731235,3.39,1,1,2,365
Mitte,Alexanderplatz,52.52442,13.40159,Entire home/apt,210,2,4,0.98,1,7,4,1,1,1.8537743845301125,1.8402966721619785,0.8671459383325577,1.4223373441472305,1.0402368132790196,0.87,1,1,2,21
Neukölln,Neuköllner Mitte/Zentrum,52.46503,13.43348,Entire home/apt,107,2,19,1.26,1,28,15,1,1,6.842684183655282,7.120611150097031,6.120633788962003,8.338002653256323,6.52916342009062,6.12,1,2,4,30
Mitte,Wedding Zentrum,52.55413,13.37977,Private room,36,1,2,0.08,1,0,0,1,1,4.215585343741543,3.958557990017724,4.443511277538425,2.2273461261758913,4.128748648758544,2.23,1,1,2,1125
Charlottenburg-Wilm.,Westend,52.5187,13.25684,Private room,29,1,9,0.35,1,13,3,1,1,8.213931722657446,8.102200817953019,9.878142103082748,9.234667373602555,9.107670531934533,8.1,1,1,4,1125
Mitte,Alexanderplatz,52.50958,13.4228,Entire home/apt,220,30,2,0.08,1,225,0,1,1,3.1460014684047946,3.3199168142265787,1.59710636199614,3.604413496065681,2.3389218443232553,1.6,0,0,1,1125
Tempelhof - Schöneberg,Mariendorf,52.44551,13.37462,Entire home/apt,42,2,1,0.04,1,0,0,1,1,7.876395219914911,8.136464581049689,8.135714598752449,10.031084453424446,8.105777922547675,7.88,1,1,2,4
Marzahn - Hellersdorf,Kaulsdorf,52.4943,13.57986,Entire home/apt,59,4,9,0.35,2,158,1,0,0,13.93799276533566,14.091082201954366,12.309059787805722,13.654095622118133,13.084808257319773,12.31,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51051,13.46385,Private room,61,4,8,0.56,1,0,5,1,1,5.878595313670475,6.018594612830419,4.232691735556404,5.701313935753654,5.009473054605008,4.23,3,3,4,30
Mitte,Brunnenstr. Süd,52.5344,13.40685,Entire home/apt,39,3,10,0.38,1,0,0,0,0,2.8224211455119423,2.7221300423077013,2.000078769271554,1.1325016923690576,2.1507700287350366,1.13,2,0,2,7
Reinickendorf,MV 2,52.59922,13.33242,Private room,89,1,28,1.12,12,338,17,1,1,9.729973293310373,9.447325512331446,10.340047402961984,8.135153896345571,9.906839070891705,8.14,1,2,4,365
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49288,13.41995,Entire home/apt,149,6,14,0.54,1,78,6,1,1,3.869564108201225,4.126950615921428,2.9023882981719877,5.119005338295057,3.3868441468105686,2.9,2,2,4,1125
Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47824840558451,13.325192361489549,Private room,50,3,1,1.0,1,319,1,1,1,5.5362287125820195,5.673063251875697,6.759187622956229,7.718941969542201,6.261793408681966,5.54,0,2,4,1125
Neukölln,Reuterstraße,52.49262,13.42523,Entire home/apt,80,5,2,0.08,1,227,0,0,1,4.160176628679845,4.4110213453736815,3.0926918894335915,5.296545026188714,3.6289592945555467,3.09,2,2,3,1125
Neukölln,Reuterstraße,52.48274,13.43736,Private room,30,4,0,0.0,1,0,0,0,1,5.503802875142443,5.76149841154224,4.460182732809173,6.653218099276203,5.001546972184092,4.46,1,1,4,30
Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.57173,13.39445,Entire home/apt,120,4,1,0.04,1,0,0,0,0,6.274725545774214,6.037951821484311,6.15348184343432,4.080487342842451,6.020895163565091,4.08,1,2,3,21
Spandau,Spandau Mitte,52.54803,13.20798,Entire home/apt,60,60,0,0.0,16,167,0,0,1,12.052355141020522,11.874857707661793,13.642595669871271,12.44610007959054,12.87099901252955,11.87,1,1,2,1125
Pankow,Prenzlauer Berg Ost,52.537,13.43634,Private room,35,1,3,0.11,1,0,0,0,1,4.595866826304816,4.565293224418757,3.2349063662692608,3.137152762965097,3.754898418828146,3.14,1,0,2,30
Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50448,13.42914,Entire home/apt,120,360,0,0.0,1,365,0,1,1,3.7258470761458935,3.9238056386790374,2.268741276926263,4.3166831490267965,2.976280382092879,2.27,2,1,2,4
Pankow,Prenzlauer Berg Nord,52.55059,13.41636,Entire home/apt,67,60,0,0.0,16,294,0,0,1,4.6307806410249315,4.481162049485517,3.896185256386881,2.4697523116842737,4.04798535158637,2.47,2,4,4,1125
Pankow,Prenzlauer Berg Nord,52.54974,13.42805,Entire home/apt,45,2,0,0.0,1,0,0,0,1,5.051149153541953,4.936591680659636,4.076226148306704,3.0376497292041185,4.365981082409907,3.04,1,1,2,8
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51163,13.45884,Entire home/apt,94,5,16,0.64,18,48,14,1,1,5.527526486016193,5.664019963684241,3.8774784241857883,5.343455992348443,4.654321685100414,3.88,2,2,4,1125
